"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","295 CAD","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","305 CAD","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","21.85 CAD","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","17.95 CAD","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","three BlackBerry cell phones","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Apple iPhone","2014",1
"Langley RCMP","Langley","2016-4186","January 12, 2017","October 11, 2014","Duncan Way and 204th Street, Langley, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and Huawei cell phone","2014",1
"Ridge Meadows RCMP","Maple Ridge","2016-4190","January 12, 2017","February 27, 2014","11800 block of 226th Street, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Motorola cell phone and LG cell phone","2014",1
"Ridge Meadows RCMP","Maple Ridge","2016-4190","January 12, 2017","February 27, 2014","11800 block of 226th Street, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","11.35 CAD","2014",1
"Ridge Meadows RCMP","Maple Ridge","2016-4190","January 12, 2017","February 27, 2014","11800 block of 226th Street, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two Samsung cell phones","2014",1
"Ridge Meadows RCMP","Maple Ridge","2016-4190","January 12, 2017","February 27, 2014","11800 block of 226th Street, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","BlackBerry cell phone","2014",1
"Ridge Meadows RCMP","Maple Ridge","2016-4190","January 12, 2017","February 27, 2014","11800 block of 226th Street, Maple Ridge, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 550 CAD","2014",1
"Vernon RCMP","Vernon B.C.","2016-4198","January 12, 2017","October 22, 2016","on 37th Avenue near 31st Street, Vernon B.C., British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","525 CAD and $30 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4286","January 12, 2017","August 15, 2015","900 block of Hornby Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","420 CAD","2015",1
"Vancouver Police Department","Vancouver","2016-4286","January 12, 2017","August 15, 2015","900 block of Hornby Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","111.90 CAD","2015",1
"Vancouver Police Department","Vancouver","2016-4286","January 12, 2017","August 15, 2015","900 block of Hornby Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 90 USD","2015",1
"Vancouver Police Department","Vancouver","2016-4286","January 12, 2017","September 4, 2016","8100 block of Main Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1760 CAD and $155.75 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4296","January 12, 2017","August 12, 2015","4800 block Rupert Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","7798.70 CAD and $20 USD","2015",1
"Vancouver Police Department","Vancouver","2016-4296","January 12, 2017","August 12, 2015","4800 block Rupert Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","between 16:40 and 16:55 Hours","2015",1
"Vancouver Police Department","Vancouver","2016-4296","January 12, 2017","August 12, 2015","4800 block Rupert Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 521.15 CAD","2015",1
"Penticton RCMP","Penticton","2016-4305","January 12, 2017","May 31, 2016","1168 Main Street, Penticton, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2632 CAD","2016",1
"Ridge Meadows RCMP","Pitt Meadows","2016-4327","January 12, 2017","December 1, 2016","Airport Way & Bonson Road, Pitt Meadows, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2012 black NissVersa","2016",1
"Langley RCMP","Surrey","2016-4344","January 12, 2017","January 16, 2014","King George Boulevard and 100th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","681.35 CAD","2014",1
"Langley RCMP","Surrey","2016-4344","January 12, 2017","January 16, 2014","King George Boulevard and 100th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","420 CAD","2014",1
"Langley RCMP","Surrey","2016-4344","January 12, 2017","January 16, 2014","King George Boulevard and 100th Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 20 CAD","2014",1
"Surrey RCMP","Surrey","2016-4348","January 12, 2017","July 10, 2012","150A Street and 72nd Avenue, Surrey, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1447 CAD and two LG cell phones","2012",1
"Burnaby RCMP","Burnaby","2016-4352","January 12, 2017","February 24, 2014","Kingsway Avenue and Nelson Avenue, Burnaby, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1015.35 CAD","2014",1
"Burnaby RCMP","Burnaby","2016-4352","January 12, 2017","February 24, 2014","Kingsway Avenue and Nelson Avenue, Burnaby, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","two Samsung cell phones","2014",1
"Burnaby RCMP","Burnaby","2016-4352","January 12, 2017","February 24, 2014","Kingsway Avenue and Nelson Avenue, Burnaby, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and ZTE cell phone","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1200 CAD","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","200 CAD","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","three scales","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","radio scanner","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","survey equipment","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","iPhone","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Samsung cell phone","2014",1
"Upper Fraser Valley RCMP","Harrison Hot Springs","2017-4362","January 12, 2017","May 1, 2014","300 block of Chestnut Avenue, Harrison Hot Springs, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and HTC cell phone","2014",1
"White Rock RCMP","White Rock","2016-4199","January 5, 2017","October 11, 2015","Foster Street and Prospect Avenue, White Rock, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","315 CAD","2015",1
"Fort St. John RCMP","Fort St. John","2016-4202","January 5, 2017","May 20, 2015","96th Street and 100th Avenue, Fort St. John, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","610 CAD","2015",1
"Vancouver Police Department","Vancouver","2016-4218","January 5, 2017","August 14, 2010","Cambie Street & West King Edward Avenue, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","210 CAD","2010",1
"Vancouver Police Department","Vancouver","2016-4218","January 5, 2017","July 4, 2016","Burrard Street & Davie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","790 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4218","January 5, 2017","July 4, 2016","Burrard Street & Davie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","17.25 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4218","January 5, 2017","July 4, 2016","Burrard Street & Davie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","11.05 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4218","January 5, 2017","July 4, 2016","Burrard Street & Davie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and 3.35 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2007 grey Mazda 3","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","50 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","478.45 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","4460 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1205 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Blackberry cell phone","2016",1
"Vancouver Police Department","Vancouver","2016-4238","January 5, 2017","August 11, 2016","900 block of Hamilton Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and GPS tracking device","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","2008 white NissRogue","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","850 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","1365 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","18 USD","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","Blackberry cell phone","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","iPhone 5S","2016",1
"Vancouver Police Department","Vancouver","2016-4277","January 5, 2017","September 5, 2016","500 block of Cambie Street, Vancouver, British Columbia"," 5(2) (Possession for purpose of trafficking)","NA","and Samsung cell phone","2016",1
"Vancouver Police Department","Vancouver","2016-4282","January 5, 2017","November 8, 2016","Keefer Street and Gore Avenue, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 355.2 (Trafficking in property obtained by crime)","NA","2001 grey ToyotCamry","2016",1
"Vancouver Police Department","Vancouver","2016-4282","January 5, 2017","November 8, 2016","Keefer Street and Gore Avenue, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 355.2 (Trafficking in property obtained by crime)","NA","605 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4282","January 5, 2017","November 8, 2016","Keefer Street and Gore Avenue, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 355.2 (Trafficking in property obtained by crime)","NA","715 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4282","January 5, 2017","November 8, 2016","Keefer Street and Gore Avenue, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 355.2 (Trafficking in property obtained by crime)","NA","720 CAD","2016",1
"Vancouver Police Department","Vancouver","2016-4282","January 5, 2017","November 8, 2016","Keefer Street and Gore Avenue, Vancouver, British Columbia","s 354(1) (Possession of property obtained by crime) and 355.2 (Trafficking in property obtained by crime)","NA","and 20 USD","2016",1
